id	page	radical	strokes	desc	jis	level	unicode	sub	sub_kind	sub_rule	cross	ivs	cid	glyph	ids	ids_char	glyphwiki
p73-37	73	木	7	木＋俛のつくり	2-14-80	4									⿰木免	梚	u2ff0-u6728-u514d
p73-38	73	木	7	木＋夾	2-14-81	4									⿰木夾	梜	u2ff0-u6728-u593e
p73-39	73	木	7	木＋豆	2-14-82	4									⿰木豆	梪	u2ff0-u6728-u8c46
p73-40	73	木	7	木＋駸のつくり	2-14-83	4									⿰木𠬶	梫	u2ff0-u6728-u20b36
p73-41	73	木	7	蜒	2-14-84	4									蜒		
p73-42	73	木	7	木＋佛	2-14-85	4									⿰木佛	梻	u2ff0-u6728-u4f5b
p73-43	73	木	7	菓	2-14-86	4									菓		
p73-44	73	木	7	木＋酲のつくり			686F								⿰木呈	桯	u2ff0-u6728-u5448
p73-45	73	木	7	木＋（氏／口）			6870								⿰木⿱氏口		u2ff0-u6728-u2ff1-u6c0f-u53e3
p73-46	73	木	7	木＋徑のつくり			6871								⿰木巠	桱	u2ff0-u6728-u5de0
p73-47	73	木	7	木＋良			6879								⿰木良	桹	u2ff0-u6728-u826f
p73-48	73	木	7	木＋峰のつくり			687B								⿰木夆	桻	u2ff0-u6728-u5906
p73-49	73	木	7	木＋酉			6884								⿰木酉	梄	u2ff0-u6728-u9149
p73-50	73	木	7	木＋邦			6886								⿰木邦	梆	u2ff0-u6728-u90a6
p73-51	73	木	7	木＋亨			6888								⿰木亨	梈	u2ff0-u6728-u4ea8
p73-52	73	木	7	木＋完			68A1								⿰木完	梡	u2ff0-u6728-u5b8c
p73-53	73	木	7	木＋里			68A9								⿰木里	梩	u2ff0-u6728-u91cc
p73-54	73	木	7	木＋局			68AE								⿰木局	梮	u2ff0-u6728-u5c40
p73-55	73	木	7	木＋余			688C								⿰木余	梌	u2ff0-u6728-u4f59
p74-0	74	木	7	梅			234B0								梅		
p74-1	74	木	8	木＋（萠−くさかんむり）				棚	包摂適用	36		68DA E0101	7736				
p74-2	74	木	8	木＋睛のつくり	1-85-73	3									⿰木青	棈	u2ff0-u6728-u9752
p74-3	74	木	8	（緋−糸）／木	1-85-74	3											
p74-4	74	木	8	（戸の旧字＋攵）／木	1-85-75	3											
p74-5	74	木	8	木＋夜	1-85-76	3									⿰木夜	棭	u2ff0-u6728-u591c
p74-6	74	木	8	木＋垂	1-85-77	3									⿰木垂	棰	u2ff0-u6728-u5782
p74-7	74	木	8	木＋陵のつくり	1-85-78	3									⿰木夌	棱	u2ff0-u6728-u590c
p74-8	74	木	8	林／扮のつくり	1-85-79	3									⿱林分	棼	u2ff1-u6797-u5206
p74-9	74	木	8	木＋卒	1-85-80	3									⿰木卒	椊	u2ff0-u6728-u5352
p74-10	74	木	8	木＋若	1-85-81	3									⿰木若	楉	u2ff0-u6728-u82e5
p74-11	74	木	8	木＋尭	2-14-87	4									⿰木尭	𣓤	u2ff0-u6728-u5c2d
p74-12	74	木	8	木＋茂	2-14-88	4									⿰木茂	𣕚	u2ff0-u6728-u8302
p74-13	74	木	8	木＋苻	2-14-89	4									⿰木苻	﨓	u2ff0-u6728-u82fb
p74-14	74	木	8	犂	2-14-90	4									犂		
p74-15	74	木	8	木＋秉	2-14-91	4									⿰木秉	棅	u2ff0-u6728-u79c9
p74-16	74	木	8	木＋綵のつくり	2-14-92	4									⿰木采	棌	u2ff0-u6728-u91c7
p74-17	74	木	8	木＋得のつくり	2-14-93	4									⿰木㝵	棏	u2ff0-u6728-u3775
p74-18	74	木	8	木＋長	2-14-94	4									⿰木長	棖	u2ff0-u6728-u9577
p74-19	74	木	8	木＋戸の旧字＋犬	2-15-1	4											
p74-20	74	木	8	木＋昔	2-15-2	4									⿰木昔	棤	u2ff0-u6728-u6614
p74-21	74	木	8	樊−大	2-15-3	4											
p74-22	74	木	8	木＋卷	2-15-4	4									⿰木卷	棬	u2ff0-u6728-u5377
p74-23	74	木	8	木＋諏のつくり	2-15-5	4									⿰木取	棷	u2ff0-u6728-u53d6
p74-24	74	木	8	木＋虎	2-15-6	4									⿰木虎	椃	u2ff0-u6728-u864e
p74-25	74	木	8	木＋惧のつくり	2-15-7	4									⿰木具	椇	u2ff0-u6728-u5177
p74-26	74	木	8	木＋忝	2-15-8	4									⿰木忝	㮇	u2ff0-u6728-u5fdd
p74-27	74	木	8	木＋奈	2-15-9	4									⿰木奈	㮈	u2ff0-u6728-u5948
p74-28	74	木	8	琴	2-80-80	4					1				琴		
p74-29	74	木	8	木＋（緋−糸）			68D1										
p74-30	74	木	8	木＋倍のつくり			68D3								⿰木咅	棓	u2ff0-u6728-u5485
p74-31	74	木	8	木＋於			68DC								⿰木於	棜	u2ff0-u6728-u65bc
p74-32	74	木	8	木＋固			68DD								⿰木固	棝	u2ff0-u6728-u56fa
p74-33	74	木	8	木＋炎			68EA								⿰木炎	棪	u2ff0-u6728-u708e
p74-34	74	木	8	木＋或			68EB								⿰木或	棫	u2ff0-u6728-u6216
p74-35	74	木	8	木＋果			68F5								⿰木果	棵	u2ff0-u6728-u679c
p74-36	74	木	8	木＋來			68F6								⿰木來	棶	u2ff0-u6728-u4f86
p74-37	74	木	8	林／今			68FD								⿱林今	棽	u2ff1-u6797-u4eca
p74-38	74	木	8	木＋蜩のつくり			6906								⿰木周	椆	u2ff0-u6728-u5468
p74-39	74	木	8	亠／舛／木			6909								⿱⿱亠舛木		u2ff1-u2ff1-u4ea0-u821b-u6728
p74-40	74	木	8	木＋居			6910								⿰木居	椐	u2ff0-u6728-u5c45
p74-41	74	木	8	木＋婢のつくり			6911								⿰木卑	椑	u2ff0-u6728-u5351
p74-42	74	木	8	木＋（冢−冖）			6913										
p74-43	74	木	8	木＋（戸の旧字＋方）			6916										
p74-44	74	木	8	木＋定			6917								⿰木定	椗	u2ff0-u6728-u5b9a
p74-45	74	木	8	木＋苦			695B								⿰木苦	楛	u2ff0-u6728-u82e6
p74-46	74	木	8	木＋臾			6970								⿰木臾	楰	u2ff0-u6728-u81fe
p74-47	74	木	8	木＋探のつくり			68CE								⿰木罙	棎	u2ff0-u6728-u7f59
p74-48	74	木	8	木＋英			6967								⿰木英	楧	u2ff0-u6728-u82f1
p74-49	74	木	8	木＋忽			2ACA8								⿰木忽	𪲨	u2ff0-u6728-u5ffd
p74-50	74	木	9	木＋鰌のつくり				楢	包摂適用	11			3266	1	⿰木酋	楢	u2ff0-u6728-u914b
p74-51	74	木	9	木＋荒	1-85-82	3									⿰木荒	𣗄	u2ff0-u6728-u8352
p74-52	74	木	9	木＋（暇−日）	1-85-83	3											
p74-53	74	木	9	木＋査	1-85-84	3									⿰木査	楂	u2ff0-u6728-u67fb
p75-0	75	木	9	木＋廴＋聿	1-85-85	3									⿰⿰木廴聿		u2ff0-u2ff0-u6728-u5ef4-u807f
p75-1	75	木	9	木＋眉	1-85-86	3									⿰木眉	楣	u2ff0-u6728-u7709
p75-2	75	木	9	木＋怱	1-85-87	3									⿰木怱	楤	u2ff0-u6728-u6031
p75-3	75	木	9	木＋貞	1-85-88	3									⿰木貞	楨	u2ff0-u6728-u8c9e
p75-4	75	木	9	木＋品	1-85-89	3									⿰木品	榀	u2ff0-u6728-u54c1
p75-5	75	木	9	操のつくり	2-4-19	4					1				喿		
p75-6	75	木	9	木＋厚	2-15-10	4									⿰木厚	𣖔	u2ff0-u6728-u539a
p75-7	75	木	9	木＋偃のつくり	2-15-11	4									⿰木匽	椻	u2ff0-u6728-u533d
p75-8	75	木	9	（剪−刀）／木	2-15-12	4											
p75-9	75	木	9	木＋要	2-15-13	4									⿰木要	楆	u2ff0-u6728-u8981
p75-10	75	木	9	木＋（にんべん＋哽のつくり）	2-15-14	4									⿰木⿰亻更		u2ff0-u6728-u2ff0-u4ebb-u66f4
p75-11	75	木	9	木＋曷	2-15-15	4									⿰木曷	楬	u2ff0-u6728-u66f7
p75-12	75	木	9	木＋威	2-15-16	4									⿰木威	楲	u2ff0-u6728-u5a01
p75-13	75	木	9	木＋柔	2-15-17	4									⿰木柔	楺	u2ff0-u6728-u67d4
p75-14	75	木	9	木＋香	2-15-18	4									⿰木香	楿	u2ff0-u6728-u9999
p75-15	75	木	9	木＋腹のつくり			6931								⿰木复	椱	u2ff0-u6728-u590d
p75-16	75	木	9	木＋畏			6933								⿰木畏	椳	u2ff0-u6728-u754f
p75-17	75	木	9	木＋施			6938								⿰木施	椸	u2ff0-u6728-u65bd
p75-18	75	木	9	木＋福のつくり			6945								⿰木畐	楅	u2ff0-u6728-u7550
p75-19	75	木	9	木＋軍			694E								⿰木軍	楎	u2ff0-u6728-u8ecd
p75-20	75	木	9	木＋爰			6965								⿰木爰	楥	u2ff0-u6728-u7230
p75-21	75	木	9	木＋宣			6966								⿰木宣	楦	u2ff0-u6728-u5ba3
p75-22	75	木	9	木＋春			6971								⿰木春	椿	u2ff0-u6728-u6625
p75-23	75	木	9	木＋皇			697B								⿰木皇	楻	u2ff0-u6728-u7687
p75-24	75	木	9	木＋咼			6947								⿰木咼	楇	u2ff0-u6728-u54bc
p75-25	75	木	9	鶩			6958								鶩		
p75-26	75	木	9	木＋草											⿰木草	𬃸	u2ff0-u6728-u8349
p75-27	75	木	10	構				構	包摂適用			69CB E0101	13767		構		
p75-28	75	木	10	二点しんにょうの槌				槌	包摂適用	128			3044	1			
p75-29	75	木	10	木＋（螂−虫）				榔	包摂適用	111			4055	1			
p75-30	75	木	10	木＋（示＋申）				榊	包摂適用	161			2135	1	⿰木⿰示申		u2ff0-u6728-u2ff0-u793a-u7533
p75-31	75	木	10	木＋挙	1-85-90	3									⿰木挙	﨔	u2ff0-u6728-u6319
p75-32	75	木	10	木＋晃	1-85-91	3									⿰木晃	榥	u2ff0-u6728-u6643
p75-33	75	木	10	木＋射	1-85-92	3									⿰木射	榭	u2ff0-u6728-u5c04
p75-34	75	木	10	木＋賺のつくり	1-85-93	3									⿰木兼	槏	u2ff0-u6728-u517c
p75-35	75	木	10	木＋朔	1-85-94	3									⿰木朔	㮶	u2ff0-u6728-u6714
p75-36	75	木	10	木＋漆のつくり	1-86-1	3									⿰木桼	㯃	u2ff0-u6728-u687c
p75-37	75	木	10	木＋嫋のつくり	2-15-19	4									⿰木弱	榒	u2ff0-u6728-u5f31
p75-38	75	木	10	穴かんむり／人がしら／呆	2-15-20	4											
p75-39	75	木	10	轂	2-15-21	4									轂		
p75-40	75	木	10	矩／木	2-15-22	4									⿱矩木	榘	u2ff1-u77e9-u6728
p75-41	75	木	10	朝のへん＋（人がしら／木）	2-15-23	4									⿰𠦝⿱𠆢木		u2ff0-u2099d-u2ff1-u201a2-u6728
p75-42	75	木	10	木＋耆	2-15-24	4									⿰木耆	榰	u2ff0-u6728-u8006
p75-43	75	木	10	木＋確のつくり	2-15-25	4									⿰木隺	榷	u2ff0-u6728-u96ba
p75-44	75	木	10	縢	2-15-26	4									縢		
p75-45	75	木	10	木＋盍	2-15-27	4									⿰木盍	榼	u2ff0-u6728-u76cd
p75-46	75	木	10	高／木	2-15-28	4									⿱高木	槀	u2ff1-u9ad8-u6728
p75-47	75	木	10	咒	2-15-29	4									咒		
p75-48	75	木	10	士／冖／石／木	2-15-30	4									⿱⿱⿱士冖石木		u2ff1-u2ff1-u2ff1-u58eb-u5196-u77f3-u6728
p75-49	75	木	10	木＋（尸＋悄のつくり）			698D								⿰木⿰尸肖		u2ff0-u6728-u2ff0-u5c38-u8096
p75-50	75	木	10	木＋素			69A1								⿰木素	榡	u2ff0-u6728-u7d20
p75-51	75	木	10	木＋窄			69A8								⿰木窄	榨	u2ff0-u6728-u7a84
p75-52	75	木	10	木＋隼			69AB								⿰木隼	榫	u2ff0-u6728-u96bc
p75-53	75	木	10	木＋時			69AF								⿰木時	榯	u2ff0-u6728-u6642
p75-54	75	木	10	木＋埋			69B8								⿰木埋	榸	u2ff0-u6728-u57cb
p75-55	75	木	10	木＋鬲			69C5								⿰木鬲	槅	u2ff0-u6728-u9b32
p75-56	75	木	10	木＋辱			69C8								⿰木辱	槈	u2ff0-u6728-u8fb1
p76-0	76	木	10	木＋右／炯のつくり			69D7								⿱⿰木右冋		u2ff1-u2ff0-u6728-u53f3-u518b
p76-1	76	木	10	髟／木			9AE4				1				⿱髟木	髤	u2ff1-u9adf-u6728
p76-2	76	木	10	木＋稻のつくり			69C4								⿰木舀	槄	u2ff0-u6728-u8200
p76-3	76	木	11	二点しんにょうの樋				樋	包摂適用	128			3465	1			
p76-4	76	木	11	漑	1-86-4	3		概	包摂適用	153					漑		
p76-5	76	木	11	木＋皀＋旡				概	包摂適用	153		69EA E0101	13679		⿰⿰木皀旡		u2ff0-u2ff0-u6728-u7680-u65e1
p76-6	76	木	9					概	包摂適用	153		6982 E0103	13680				
p76-7	76	木	11	木＋褶のつくり	1-86-2	3									⿰木習	槢	u2ff0-u6728-u7fd2
p76-8	76	木	11	（漑−さんずい）／木	1-86-3	3											
p76-9	76	木	11	木＋患	1-86-5	3									⿰木患	槵	u2ff0-u6728-u60a3
p76-10	76	木	11	木＋國	1-86-6	3									⿰木國	槶	u2ff0-u6728-u570b
p76-11	76	木	11	木＋累	1-86-7	3									⿰木累	樏	u2ff0-u6728-u7d2f
p76-12	76	木	11	嫩	1-86-8	3									嫩		
p76-13	76	木	11	木＋寅	2-15-31	4									⿰木寅	𣘹	u2ff0-u6728-u5bc5
p76-14	76	木	11	堆／木	2-15-32	4									⿱堆木	𣙇	u2ff1-u5806-u6728
p76-15	76	木	11	木＋膤のつくり	2-15-33	4									⿰木雪	樰	u2ff0-u6728-u96ea
p76-16	76	木	11	木＋黒	2-15-34	4									⿰木黒	𣘸	u2ff0-u6728-u9ed2
p76-17	76	木	11		2-15-35	4											
p76-18	76	木	11	木＋寄	2-15-36	4									⿰木寄	槣	u2ff0-u6728-u5bc4
p76-19	76	木	11	木＋參	2-15-37	4									⿰木參	槮	u2ff0-u6728-u53c3
p76-20	76	木	11	木＋崔	2-15-38	4									⿰木崔	槯	u2ff0-u6728-u5d14
p76-21	76	木	11	將／木	2-15-39	4									⿱將木	槳	u2ff1-u5c07-u6728
p76-22	76	木	11	木＋將	2-15-40	4									⿰木將	㯍	u2ff0-u6728-u5c07
p76-23	76	木	11	木＋（戸の旧字＋邑）	2-15-41	4											
p76-24	76	木	11	木＋曼	2-15-42	4									⿰木曼	槾	u2ff0-u6728-u66fc
p76-25	76	木	11	木＋梁	2-15-43	4									⿰木梁	樑	u2ff0-u6728-u6881
p76-26	76	木	11	木＋鹿	2-15-44	4									⿰木鹿	樚	u2ff0-u6728-u9e7f
p76-27	76	木	11	木＋虎	2-15-45	4									⿰木虎	椃	u2ff0-u6728-u864e
p76-28	76	木	11	木＋彗			69E5								⿰木彗	槥	u2ff0-u6728-u5f57
p76-29	76	木	11	（木＋酉）／れんが			69F1								⿱⿰木酉灬		u2ff1-u2ff0-u6728-u9149-u706c
p76-30	76	木	11	木＋滴のつくり			6A00								⿰木啇	樀	u2ff0-u6728-u5547
p76-31	76	木	11	木＋舂			6A01								⿰木舂	樁	u2ff0-u6728-u8202
p76-32	76	木	11	螂			6A03								螂		
p76-33	76	木	11	木＋滿のつくり			6A20								⿰木㒼	樠	u2ff0-u6728-u34bc
p76-34	76	木	11	木＋條			6A24								⿰木條	樤	u2ff0-u6728-u689d
p76-35	76	木	11	木＋罅のつくり			3BC9								⿰木虖	㯉	u2ff0-u6728-u8656
p76-36	76	木	11	木＋爽			6A09								⿰木爽	樉	u2ff0-u6728-u723d
p76-37	76	木	11	木＋宿			6A0E								⿰木宿	樎	u2ff0-u6728-u5bbf
p76-38	76	木	11	木＋總のつくり			6A2C								⿰木悤	樬	u2ff0-u6728-u60a4
p76-39	76	木	12	木＋墫のつくり				樽	包摂適用	11			2924	1	⿰木尊	樽	u2ff0-u6728-u5c0a
p76-40	76	木	12	木＋（廣−广）	1-86-16	3		横	包摂適用	141							
p76-41	76	木	12	木＋葉	1-86-9	3									⿰木葉	𣜿	u2ff0-u6728-u8449
p76-42	76	木	12	木＋貴	1-86-10	3									⿰木貴	樻	u2ff0-u6728-u8cb4
p76-43	76	木	12	木＋越	1-86-11	3									⿰木越	樾	u2ff0-u6728-u8d8a
p76-44	76	木	12	木＋無	1-86-12	3									⿰木無	橅	u2ff0-u6728-u7121
p76-45	76	木	12	蠹	1-86-13	3									蠹		
p76-46	76	木	12	木＋棠	1-86-14	3									⿰木棠	橖	u2ff0-u6728-u68e0
p76-47	76	木	12	木＋厥	1-86-15	3									⿰木厥	橛	u2ff0-u6728-u53a5
p76-48	76	木	12	木＋勝の旧字	1-86-17	3											
p76-49	76	木	12	木＋萬	2-15-46	4									⿰木萬	𣜜	u2ff0-u6728-u842c
p76-50	76	木	12	木＋貳	2-15-47	4									⿰木貳	樲	u2ff0-u6728-u8cb3
p76-51	76	木	12	木＋潯のつくり	2-15-48	4									⿰木尋	樳	u2ff0-u6728-u5c0b
p76-52	76	木	12	識	2-15-49	4									識		
p76-53	76	木	12	木＋單	2-15-50	4									⿰木單	樿	u2ff0-u6728-u55ae
p76-54	76	木	12	無	2-15-51	4									無		
p76-55	76	木	12	木＋鄰のへん	2-15-52	4									⿰木粦	橉	u2ff0-u6728-u7ca6
p76-56	76	木	12	木＋間	2-15-53	4									⿰木間	橺	u2ff0-u6728-u9593
p77-0	77	木	12	木＋番	2-15-54	4									⿰木番	橎	u2ff0-u6728-u756a
p77-1	77	木	12	木＋雲	2-15-55	4									⿰木雲	橒	u2ff0-u6728-u96f2
p77-2	77	木	12	（蕊−くさかんむり）／木	2-15-56	4											
p77-3	77	木	12	木＋犀			6A28								⿰木犀	樨	u2ff0-u6728-u7280
p77-4	77	木	12	最			6A37								最		
p77-5	77	木	12	木＋澑のつくり			6A4A								⿰木畱	橊	u2ff0-u6728-u7571
p77-6	77	木	12	木＋僚のつくり			6A51								⿰木尞	橑	u2ff0-u6728-u5c1e
p77-7	77	木	12	木＋掌			6A55								⿰木掌	𣛟	u2ff0-u6728-u638c
p77-8	77	木	12	木＋曾			6A67								⿰木曾	橧	u2ff0-u6728-u66fe
p77-9	77	木	12	木＋然			6A6A								⿰木然	橪	u2ff0-u6728-u7136
p77-10	77	木	12	木＋厨			6A71								⿰木厨	橱	u2ff0-u6728-u53a8
p77-11	77	木	12	木／（虫＋虫）			8799				1				⿱木⿰虫虫		u2ff1-u6728-u2ff0-u866b-u866b
p77-12	77	木	12	木＋肅			6A5A								⿰木肅	橚	u2ff0-u6728-u8085
p77-13	77	木	12	轍			3BD9								轍		
p77-14	77	木	12	木＋惠			6A5E								⿰木惠	橞	u2ff0-u6728-u60e0
p77-15	77	木	12	槹			6A70								槹		
p77-16	77	木	13	嚼のつくり	1-86-18	3									爵		
p77-17	77	木	13	木＋蟶のつくり	1-86-19	3									⿰木聖	檉	u2ff0-u6728-u8056
p77-18	77	木	13	木＋當	1-86-20	3									⿰木當	檔	u2ff0-u6728-u7576
p77-19	77	木	13	楫＋戈	1-86-21	3									⿰楫戈		u2ff0-u696b-u6208
p77-20	77	木	13	木＋解	1-86-22	3									⿰木解	檞	u2ff0-u6728-u89e3
p77-21	77	木	13	木＋義	1-86-23	3									⿰木義	檥	u2ff0-u6728-u7fa9
p77-22	77	木	13	木＋鼠	2-15-57	4									⿰木鼠	𣜌	u2ff0-u6728-u9f20
p77-23	77	木	13	木＋操のつくり	2-15-58	4									⿰木喿	橾	u2ff0-u6728-u55bf
p77-24	77	木	13	（隱−心）／木	2-15-59	4											
p77-25	77	木	13	木＋（共／車）	2-15-60	4									⿰木⿱共車		u2ff0-u6728-u2ff1-u5171-u8eca
p77-26	77	木	13	木＋置	2-15-61	4									⿰木置	㯰	u2ff0-u6728-u7f6e
p77-27	77	木	13	木＋雷	2-15-62	4									⿰木雷	檑	u2ff0-u6728-u96f7
p77-28	77	木	13	木＋賈	2-15-63	4									⿰木賈	檟	u2ff0-u6728-u8cc8
p77-29	77	木	13	木＋澤のつくり	2-15-64	4									⿰木睪	檡	u2ff0-u6728-u776a
p77-30	77	木	13	木＋稟			6A81								⿰木稟	檁	u2ff0-u6728-u7a1f
p77-31	77	木	13	木＋（炎＋占）			6A86								⿰木⿰炎占		u2ff0-u6728-u2ff0-u708e-u5360
p77-32	77	木	13	木＋雋			6A87								⿰木雋	檇	u2ff0-u6728-u96cb
p77-33	77	木	13	木＋二点しんにょうの過			6A9B										
p77-34	77	木	14	木＋（山／進）	2-15-65	4									⿰木⿱山進	𣝤	u2ff0-u6728-u2ff1-u5c71-u9032
p77-35	77	木	14	木＋察	2-15-66	4									⿰木察	檫	u2ff0-u6728-u5bdf
p77-36	77	木	14	木＋需	2-15-67	4									⿰木需	檽	u2ff0-u6728-u9700
p77-37	77	木	14	木＋魁	2-15-68	4									⿰木魁	櫆	u2ff0-u6728-u9b41
p77-38	77	木	14	木＋（厂＋萬）	2-15-69	4									⿰木⿰厂萬		u2ff0-u6728-u2ff0-u5382-u842c
p77-39	77	木	14	木＋臺			6AAF								⿰木臺	檯	u2ff0-u6728-u81fa
p77-40	77	木	14	木＋綿			6AB0								⿰木綿	檰	u2ff0-u6728-u7dbf
p77-41	77	木	14	木＋箕			6AB1								⿰木箕	檱	u2ff0-u6728-u7b95
p77-42	77	木	14	木＋護のつくり			6AB4								⿰木蒦	檴	u2ff0-u6728-u84a6
p77-43	77	木	14	螢			6ABE								螢		
p77-44	77	木	14	厭／木			6ABF								⿱厭木		u2ff1-u53ad-u6728
p77-45	77	木	14	木＋（登／几）			6AC8								⿰木⿱登几		u2ff0-u6728-u2ff1-u767b-u51e0
p77-46	77	木	14	木＋廚			6AC9								⿰木廚	櫥	u2ff0-u6728-u5eda
p77-47	77	木	15	木＋節				櫛	包摂適用	153			1779	1	⿰木節	櫛	u2ff0-u6728-u7bc0
p77-48	77	木	15	木＋節	1-86-24	3									⿰木節	櫛	u2ff0-u6728-u7bc0
p77-49	77	木	15	釐	2-13-71	4					1				釐		
p77-50	77	木	15	壘	2-15-70	4									壘		
p77-51	77	木	15	（蠹−石／（虫＋虫））／（「咎／木」の「人」に代えて「占−口」）	2-15-71	4											
p77-52	77	木	15	木＋續のつくり	2-15-72	4									⿰木賣	櫝	u2ff0-u6728-u8ce3
p77-53	77	木	15	木＋憂			6ACC								⿰木憂	櫌	u2ff0-u6728-u6182
p77-54	77	木	15	木＋賛			6AD5								⿰木賛	櫕	u2ff0-u6728-u8cdb
p77-55	77	木	15	木＋慮			6AD6								⿰木慮	櫖	u2ff0-u6728-u616e
p77-56	77	木	15	木＋數			6AE2								⿰木數	櫢	u2ff0-u6728-u6578
p78-0	78	木	15	木＋鑞のつくり			3BFF								⿰木巤	㯿	u2ff0-u6728-u5de4
p78-1	78	木	16	木＋（言＋睹のつくり）	1-86-25	3									⿰木⿰言者		u2ff0-u6728-u2ff0-u8a00-u8005
p78-2	78	木	16	木＋竹かんむり／高	1-86-26	3											
p78-3	78	木	16	木＋薬	2-15-73	4									⿰木薬	𣟿	u2ff0-u6728-u85ac
p78-4	78	木	16	木＋二点しんにょうの遺	2-15-74	4											
p78-5	78	木	16	木＋親	2-15-75	4									⿰木親	櫬	u2ff0-u6728-u89aa
p78-6	78	木	16	（屮／師のへん＋辛）／木	2-15-76	4									⿱⿰⿱屮𠂤辛木		u2ff1-u2ff0-u2ff1-u5c6e-u200a4-u8f9b-u6728
p78-7	78	木	16	木＋豫	2-15-77	4									⿰木豫	櫲	u2ff0-u6728-u8c6b
p78-8	78	木	16	木＋龍	2-15-78	4									⿰木龍	櫳	u2ff0-u6728-u9f8d
p78-9	78	木	16	木＋懷のつくり			6AF0								⿰木褱	櫰	u2ff0-u6728-u8931
p78-10	78	木	16	木＋糸＋睹のつくり											⿰⿰木糸者		u2ff0-u2ff0-u6728-u7cf8-u8005
p78-11	78	木	17	木＋闌	1-86-27	3		欄	包摂適用	100					⿰木闌	欄	u2ff0-u6728-u95cc
p78-12	78	木	17	隱／木	2-15-79	4									⿱隱木	櫽	u2ff1-u96b1-u6728
p78-13	78	木	17	木＋孅のつくり			6AFC								⿰木韱	櫼	u2ff0-u6728-u97f1
p78-14	78	木	17	木＋（くさかんむり／溥）			6B02								⿰木⿱艹溥		u2ff0-u6728-u2ff1-u8279-u6ea5
p78-15	78	木	17	木＋纔のつくり			6B03								⿰木毚	欃	u2ff0-u6728-u6bda
p78-16	78	木	18	木＋観	2-15-80	4									⿰木観	𣠤	u2ff0-u6728-u89b3
p78-17	78	木	18	木＋瞿	2-15-81	4									⿰木瞿	欋	u2ff0-u6728-u77bf
p78-18	78	木	18	木＋雙			6B06								⿰木雙	欆	u2ff0-u6728-u96d9
p78-19	78	木	18	木＋聶			6B07								⿰木聶	欇	u2ff0-u6728-u8076
p78-20	78	木	18	木＋叢			6B09								⿰木叢	欉	u2ff0-u6728-u53e2
p78-21	78	木	19	木＋羅	2-15-82	4									⿰木羅	欏	u2ff0-u6728-u7f85
p78-22	78	木	19	木＋麗	2-15-83	4									⿰木麗	欐	u2ff0-u6728-u9e97
p78-23	78	木	19	木＋贊	2-15-84	4									⿰木贊	欑	u2ff0-u6728-u8d0a
p78-24	78	木	19	木＋覊	2-15-85	4									⿰木覊	𭭂	u2ff0-u6728-u898a
p78-25	78	木	19	木＋（くさかんむり／闌）	2-15-86	4									⿰木⿱艹闌		u2ff0-u6728-u2ff1-u8279-u95cc
p78-26	78	木	21	木＋霸	1-86-28	3									⿰木霸	欛	u2ff0-u6728-u9738
p78-27	78	木	22					欝	包摂適用	153		6B1D E0101	7639				
p78-28	78	木	24	木＋靈	1-86-29	3									⿰木靈	欞	u2ff0-u6728-u9748
p78-29	78	木	30	馬／（馬＋馬）／木	2-93-6	4					1				⿱⿱馬⿰馬馬木		u2ff1-u2ff1-u99ac-u2ff0-u99ac-u99ac-u6728
p78-30	78	欠	2	咨−口				次	包摂適用	33		6B21 E0101	13799				
p78-31	78	欠	2	りっしんべん＋欠			5FFA				1				⿰忄欠	忺	u2ff0-u5fc4-u6b20
p78-32	78	欠	4	占＋欠			6B24								⿰占欠	𣢤	u2ff0-u5360-u6b20
p78-33	78	欠	5	去＋欠	2-15-87	4									⿰去欠	㰦	u2ff0-u53bb-u6b20
p78-34	78	欠	5	句＋欠			6B28								⿰句欠	欨	u2ff0-u53e5-u6b20
p78-35	78	欠	6	亥＋欠	1-86-30	3									⿰亥欠	欬	u2ff0-u4ea5-u6b20
p78-36	78	欠	6	吉＋欠	2-15-88	4									⿰吉欠	欯	u2ff0-u5409-u6b20
p78-37	78	欠	6	卸のへん＋欠			6B2B								⿰𦈢欠	欫	u2ff0-u26222-u6b20
p78-38	78	欠	7	肄のへん＋欠	1-86-31	3									⿰𠤕欠	欵	u2ff0-u20915-u6b20
p78-39	78	欠	7	嗽−口			6B36										
p78-40	78	欠	7	赤＋欠			8D65				1				⿰赤欠	赥	u2ff0-u8d64-u6b20
